ID,Player,Season,Top.px. (Location),Left.px. (location),Date,Opponent,Location,Quarter,Game_Clock,"Outcome (1 if made, 0 otherwise)",Shot_Value,Shot_Distance.ft.,Team_Score,Opponent_Score
curryst01,Stephen Curry,2010,94,419,110609,LAC,HOME,1,10:45,0,2,18,1,3
curryst01,Stephen Curry,2010,196,120,110609,LAC,HOME,1,4:44,0,2,19,12,20
curryst01,Stephen Curry,2010,184,154,110609,LAC,HOME,1,4:15,0,2,16,12,20
curryst01,Stephen Curry,2010,73,233,110609,LAC,HOME,3,10:21,1,2,2,47,63
curryst01,Stephen Curry,2010,264,430,110609,LAC,HOME,3,7:12,0,3,29,54,66
curryst01,Stephen Curry,2010,292,181,110809,SAC,AWAY,2,1:18,1,3,25,54,60
curryst01,Stephen Curry,2010,100,378,110809,SAC,AWAY,2,00:44.9,0,2,15,54,62
curryst01,Stephen Curry,2010,302,222,110809,SAC,AWAY,3,1:40,0,3,25,75,90
curryst01,Stephen Curry,2010,51,370,110809,SAC,AWAY,3,00:47.9,0,2,13,75,92
curryst01,Stephen Curry,2010,163,378,110809,SAC,AWAY,3,00:12.2,1,2,18,77,94
curryst01,Stephen Curry,2010,100,191,110809,SAC,AWAY,4,5:38,0,2,7,87,108
curryst01,Stephen Curry,2010,195,117,110809,SAC,AWAY,4,1:48,1,2,19,99,116
curryst01,Stephen Curry,2010,214,175,110809,SAC,AWAY,4,1:20,1,2,18,101,116
curryst01,Stephen Curry,2010,69,83,110909,MIN,HOME,1,9:34,0,2,16,7,7
curryst01,Stephen Curry,2010,315,274,110909,MIN,HOME,2,5:11,0,3,27,51,44
curryst01,Stephen Curry,2010,75,400,110909,MIN,HOME,2,1:42,1,2,16,63,53
curryst01,Stephen Curry,2010,62,233,110909,MIN,HOME,2,00:35.9,0,2,1,67,55
curryst01,Stephen Curry,2010,80,247,110909,MIN,HOME,3,3:09,0,2,3,98,73
curryst01,Stephen Curry,2010,275,427,110909,MIN,HOME,3,00:01.4,1,3,29,111,77
curryst01,Stephen Curry,2010,181,369,110909,MIN,HOME,4,5:33,0,2,18,124,89
curryst01,Stephen Curry,2010,51,74,110909,MIN,HOME,4,00:08.9,0,2,17,146,103
curryst01,Stephen Curry,2010,48,247,111109,IND,AWAY,2,4:58,1,2,1,45,53
curryst01,Stephen Curry,2010,225,324,111109,IND,AWAY,2,3:52,0,2,19,47,57
curryst01,Stephen Curry,2010,275,217,111109,IND,AWAY,4,6:55,1,2,23,80,93
curryst01,Stephen Curry,2010,244,66,111109,IND,AWAY,4,4:23,0,3,26,86,97
curryst01,Stephen Curry,2010,53,240,111109,IND,AWAY,4,3:58,0,2,0,86,97
curryst01,Stephen Curry,2010,36,28,111109,IND,AWAY,4,1:25,1,2,21,94,102
curryst01,Stephen Curry,2010,37,-8,111109,IND,AWAY,4,00:08.5,0,3,25,94,106
curryst01,Stephen Curry,2010,173,173,111409,MIL,AWAY,1,00:22.2,1,2,14,30,21
curryst01,Stephen Curry,2010,50,240,111409,MIL,AWAY,2,11:48,1,2,0,32,21
curryst01,Stephen Curry,2010,69,369,111409,MIL,AWAY,2,11:00,0,2,13,32,23
curryst01,Stephen Curry,2010,50,240,111409,MIL,AWAY,2,9:43,0,2,0,36,23
curryst01,Stephen Curry,2010,48,465,111409,MIL,AWAY,2,9:12,1,3,23,39,26
curryst01,Stephen Curry,2010,50,240,111409,MIL,AWAY,3,3:19,1,2,0,74,78
curryst01,Stephen Curry,2010,187,225,111409,MIL,AWAY,3,2:26,1,2,14,76,82
curryst01,Stephen Curry,2010,307,98,111409,MIL,AWAY,3,0:55,1,3,29,79,87
curryst01,Stephen Curry,2010,50,240,111409,MIL,AWAY,4,7:17,0,2,0,98,103
curryst01,Stephen Curry,2010,187,129,111709,CLE,AWAY,1,11:32,1,2,18,2,0
curryst01,Stephen Curry,2010,250,394,111709,CLE,AWAY,1,8:34,0,3,25,10,9
curryst01,Stephen Curry,2010,51,249,111709,CLE,AWAY,1,6:10,1,2,1,19,18
curryst01,Stephen Curry,2010,51,229,111709,CLE,AWAY,2,00:37.3,1,2,1,55,64
curryst01,Stephen Curry,2010,133,468,111709,CLE,AWAY,3,6:06,0,3,24,65,80
curryst01,Stephen Curry,2010,61,233,111709,CLE,AWAY,3,2:10,1,2,1,74,83
curryst01,Stephen Curry,2010,57,479,111709,CLE,AWAY,3,1:19,1,3,24,77,85
curryst01,Stephen Curry,2010,362,74,111709,CLE,AWAY,3,0:00,0,3,35,79,90
curryst01,Stephen Curry,2010,128,-2,111709,CLE,AWAY,4,11:08,1,3,25,85,92
curryst01,Stephen Curry,2010,297,203,111709,CLE,AWAY,4,9:26,0,3,25,87,92
curryst01,Stephen Curry,2010,240,249,111809,BOS,AWAY,1,10:24,0,2,19,2,6
curryst01,Stephen Curry,2010,59,238,111809,BOS,AWAY,1,5:46,0,2,1,13,17
curryst01,Stephen Curry,2010,149,6,111809,BOS,AWAY,2,10:56,1,3,25,28,28
curryst01,Stephen Curry,2010,57,235,111809,BOS,AWAY,2,7:45,1,2,1,35,37
curryst01,Stephen Curry,2010,226,252,111809,BOS,AWAY,2,7:12,1,2,18,37,39
curryst01,Stephen Curry,2010,258,102,111809,BOS,AWAY,2,6:46,0,3,25,37,39
curryst01,Stephen Curry,2010,263,372,111809,BOS,AWAY,2,1:00,0,3,25,45,49
curryst01,Stephen Curry,2010,255,353,111809,BOS,AWAY,4,9:12,0,2,23,72,86
curryst01,Stephen Curry,2010,98,315,111809,BOS,AWAY,4,7:45,1,2,9,76,86
curryst01,Stephen Curry,2010,300,255,111809,BOS,AWAY,4,7:10,0,3,25,76,88
curryst01,Stephen Curry,2010,259,408,112009,POR,HOME,1,8:35,0,3,27,7,10
curryst01,Stephen Curry,2010,270,85,112009,POR,HOME,1,5:29,1,3,27,18,20
curryst01,Stephen Curry,2010,139,373,112009,POR,HOME,2,9:31,0,2,16,31,42
curryst01,Stephen Curry,2010,212,323,112009,POR,HOME,2,4:30,0,2,18,40,48
curryst01,Stephen Curry,2010,285,106,112009,POR,HOME,2,1:29,1,3,27,54,50
curryst01,Stephen Curry,2010,233,299,112009,POR,HOME,3,10:11,0,2,19,60,52
curryst01,Stephen Curry,2010,239,271,112009,POR,HOME,3,7:34,1,2,19,66,58
curryst01,Stephen Curry,2010,174,134,112009,POR,HOME,3,1:37,0,2,16,79,71
curryst01,Stephen Curry,2010,124,236,112009,POR,HOME,4,6:16,0,2,7,96,83
curryst01,Stephen Curry,2010,288,312,112409,DAL,AWAY,1,10:14,0,3,25,3,6
curryst01,Stephen Curry,2010,139,167,112409,DAL,AWAY,1,4:43,1,2,12,14,15
curryst01,Stephen Curry,2010,50,240,112409,DAL,AWAY,2,10:02,1,2,0,32,30
curryst01,Stephen Curry,2010,139,98,112409,DAL,AWAY,2,7:16,0,2,17,36,36
curryst01,Stephen Curry,2010,212,436,112409,DAL,AWAY,2,4:28,1,3,25,44,40
curryst01,Stephen Curry,2010,242,264,112409,DAL,AWAY,2,2:29,0,2,19,46,43
curryst01,Stephen Curry,2010,86,14,112409,DAL,AWAY,2,1:59,0,3,23,46,45
curryst01,Stephen Curry,2010,160,102,112409,DAL,AWAY,3,2:06,0,2,18,73,77
curryst01,Stephen Curry,2010,50,240,112409,DAL,AWAY,4,4:01,0,2,0,96,98
curryst01,Stephen Curry,2010,236,200,112409,DAL,AWAY,4,3:51,1,2,19,98,98
curryst01,Stephen Curry,2010,209,58,112409,DAL,AWAY,4,2:21,1,3,24,103,100
curryst01,Stephen Curry,2010,106,315,112409,DAL,AWAY,4,1:08,1,2,9,107,103
curryst01,Stephen Curry,2010,228,416,112509,SAS,AWAY,1,11:02,1,3,25,5,3
curryst01,Stephen Curry,2010,263,398,112509,SAS,AWAY,1,9:54,0,3,27,5,7
curryst01,Stephen Curry,2010,36,82,112509,SAS,AWAY,1,8:49,0,2,16,10,11
curryst01,Stephen Curry,2010,182,137,112509,SAS,AWAY,1,6:18,0,2,17,16,17
curryst01,Stephen Curry,2010,61,280,112509,SAS,AWAY,2,3:38,0,2,4,53,50
curryst01,Stephen Curry,2010,75,19,112509,SAS,AWAY,2,2:46,0,3,22,55,52
curryst01,Stephen Curry,2010,212,242,112509,SAS,AWAY,2,00:35.9,0,2,16,57,58
curryst01,Stephen Curry,2010,83,176,112509,SAS,AWAY,3,11:12,0,2,7,60,62
curryst01,Stephen Curry,2010,64,246,112509,SAS,AWAY,3,11:09,1,2,2,62,62
curryst01,Stephen Curry,2010,138,107,112509,SAS,AWAY,3,10:49,0,2,16,62,62
curryst01,Stephen Curry,2010,233,203,112509,SAS,AWAY,3,8:41,1,2,19,70,67
curryst01,Stephen Curry,2010,214,253,112509,SAS,AWAY,3,6:57,0,2,16,70,71
curryst01,Stephen Curry,2010,50,35,112509,SAS,AWAY,4,4:00,1,2,21,98,110
curryst01,Stephen Curry,2010,67,222,112509,SAS,AWAY,4,2:52,0,2,2,100,112
curryst01,Stephen Curry,2010,162,129,112509,SAS,AWAY,4,1:48,1,2,16,104,116
curryst01,Stephen Curry,2010,179,465,112509,SAS,AWAY,4,00:43.9,0,3,26,104,116
curryst01,Stephen Curry,2010,163,104,112809,LAL,HOME,1,9:37,1,2,18,7,9
curryst01,Stephen Curry,2010,70,384,112809,LAL,HOME,1,4:02,0,2,15,16,23
curryst01,Stephen Curry,2010,289,343,112809,LAL,HOME,2,7:45,0,3,26,25,42
curryst01,Stephen Curry,2010,311,172,112809,LAL,HOME,2,6:49,1,3,27,30,44
curryst01,Stephen Curry,2010,111,240,112809,LAL,HOME,2,6:26,1,2,6,32,47
curryst01,Stephen Curry,2010,106,14,112809,LAL,HOME,2,5:23,0,3,23,35,50
curryst01,Stephen Curry,2010,206,203,112809,LAL,HOME,2,4:53,1,2,16,37,52
curryst01,Stephen Curry,2010,228,279,112809,LAL,HOME,2,4:32,0,2,18,37,52
curryst01,Stephen Curry,2010,72,126,112809,LAL,HOME,2,00:00.2,0,2,12,50,60
curryst01,Stephen Curry,2010,45,473,112809,LAL,HOME,3,6:24,0,3,23,62,78
curryst01,Stephen Curry,2010,264,397,112809,LAL,HOME,3,3:37,0,3,27,68,87
curryst01,Stephen Curry,2010,234,269,112809,LAL,HOME,4,6:38,0,2,19,81,108
curryst01,Stephen Curry,2010,84,277,112809,LAL,HOME,4,5:26,0,2,5,83,109
curryst01,Stephen Curry,2010,86,203,112809,LAL,HOME,4,3:53,0,2,5,85,118
curryst01,Stephen Curry,2010,193,335,112809,LAL,HOME,4,1:13,1,2,17,95,123
curryst01,Stephen Curry,2010,113,246,113009,IND,HOME,1,10:25,0,2,6,2,0
curryst01,Stephen Curry,2010,237,274,113009,IND,HOME,1,6:49,0,2,19,9,11
curryst01,Stephen Curry,2010,292,332,113009,IND,HOME,3,11:34,0,3,26,51,60
curryst01,Stephen Curry,2010,209,372,113009,IND,HOME,4,1:32,1,2,21,121,105
curryst01,Stephen Curry,2010,313,301,113009,IND,HOME,4,00:18.8,1,3,27,126,107
curryst01,Stephen Curry,2010,189,35,120109,DEN,AWAY,1,10:53,0,3,25,2,4
curryst01,Stephen Curry,2010,228,208,120109,DEN,AWAY,1,9:04,0,2,18,6,6
curryst01,Stephen Curry,2010,237,328,120109,DEN,AWAY,1,8:34,1,2,21,8,6
curryst01,Stephen Curry,2010,266,368,120109,DEN,AWAY,2,10:21,0,3,25,33,31
curryst01,Stephen Curry,2010,298,200,120109,DEN,AWAY,2,00:16.4,1,3,25,55,67
curryst01,Stephen Curry,2010,50,240,120109,DEN,AWAY,3,11:13,1,2,0,57,71
curryst01,Stephen Curry,2010,235,86,120109,DEN,AWAY,3,8:07,1,3,24,64,83
curryst01,Stephen Curry,2010,172,74,120109,DEN,AWAY,3,7:46,0,2,21,64,84
curryst01,Stephen Curry,2010,123,325,120109,DEN,AWAY,3,5:48,0,2,11,66,90
curryst01,Stephen Curry,2010,298,167,120109,DEN,AWAY,3,3:06,0,3,26,73,97
curryst01,Stephen Curry,2010,50,240,120109,DEN,AWAY,3,00:39.9,0,2,0,81,107
curryst01,Stephen Curry,2010,50,240,120109,DEN,AWAY,3,00:05.9,0,2,0,81,107
curryst01,Stephen Curry,2010,243,394,120109,DEN,AWAY,4,5:08,0,3,25,98,119
curryst01,Stephen Curry,2010,225,373,120109,DEN,AWAY,4,3:12,0,2,22,103,125
curryst01,Stephen Curry,2010,179,143,120309,HOU,HOME,1,11:12,0,2,16,0,0
curryst01,Stephen Curry,2010,51,9,120309,HOU,HOME,1,8:47,1,3,23,8,6
curryst01,Stephen Curry,2010,136,191,120309,HOU,HOME,1,4:05,0,2,10,19,14
curryst01,Stephen Curry,2010,173,30,120309,HOU,HOME,1,3:37,0,3,24,19,16
curryst01,Stephen Curry,2010,122,260,120309,HOU,HOME,3,9:52,1,2,7,61,62
curryst01,Stephen Curry,2010,311,227,120309,HOU,HOME,3,7:33,0,3,26,69,67
curryst01,Stephen Curry,2010,80,206,120309,HOU,HOME,4,10:02,1,2,5,95,87
curryst01,Stephen Curry,2010,144,380,120309,HOU,HOME,4,7:17,1,2,17,101,92
curryst01,Stephen Curry,2010,237,312,120509,ORL,HOME,1,10:46,1,2,20,2,5
curryst01,Stephen Curry,2010,181,387,120509,ORL,HOME,1,9:51,1,2,20,4,11
curryst01,Stephen Curry,2010,270,260,120509,ORL,HOME,1,8:13,1,2,22,9,13
curryst01,Stephen Curry,2010,65,260,120509,ORL,HOME,1,4:46,1,2,3,17,30
curryst01,Stephen Curry,2010,59,71,120509,ORL,HOME,2,10:10,0,2,17,35,46
curryst01,Stephen Curry,2010,220,195,120509,ORL,HOME,3,9:35,0,2,18,68,78
curryst01,Stephen Curry,2010,51,117,120509,ORL,HOME,3,2:27,1,2,12,93,93
curryst01,Stephen Curry,2010,34,471,120509,ORL,HOME,3,00:40.9,0,3,23,100,97
curryst01,Stephen Curry,2010,259,271,120509,ORL,HOME,3,0:01,0,2,21,100,97
curryst01,Stephen Curry,2010,67,232,120509,ORL,HOME,4,11:41,1,2,2,102,97
curryst01,Stephen Curry,2010,255,421,120509,ORL,HOME,4,9:13,0,3,27,106,103
curryst01,Stephen Curry,2010,152,107,120509,ORL,HOME,4,8:25,0,2,17,108,105
curryst01,Stephen Curry,2010,203,326,120709,OKC,AWAY,1,7:14,1,2,18,10,6
curryst01,Stephen Curry,2010,203,430,120709,OKC,AWAY,1,2:10,0,3,24,21,16
curryst01,Stephen Curry,2010,223,269,120709,OKC,AWAY,1,1:53,1,2,18,23,18
curryst01,Stephen Curry,2010,50,240,120709,OKC,AWAY,2,10:50,0,2,0,25,24
curryst01,Stephen Curry,2010,50,240,120709,OKC,AWAY,2,5:01,1,2,0,37,41
curryst01,Stephen Curry,2010,50,240,120709,OKC,AWAY,2,4:24,1,2,0,40,43
curryst01,Stephen Curry,2010,264,359,120709,OKC,AWAY,3,9:59,1,3,24,54,60
curryst01,Stephen Curry,2010,270,318,120709,OKC,AWAY,3,00:33.9,0,2,23,67,77
curryst01,Stephen Curry,2010,245,328,120709,OKC,AWAY,4,10:55,1,2,21,69,79
curryst01,Stephen Curry,2010,146,118,120709,OKC,AWAY,4,9:02,0,2,16,69,83
curryst01,Stephen Curry,2010,50,240,120709,OKC,AWAY,4,8:37,1,2,0,71,83
curryst01,Stephen Curry,2010,251,372,120709,OKC,AWAY,4,3:55,1,3,24,81,94
curryst01,Stephen Curry,2010,258,370,120709,OKC,AWAY,4,3:31,0,3,25,81,94
curryst01,Stephen Curry,2010,50,240,120709,OKC,AWAY,4,00:48.1,1,2,0,88,102
curryst01,Stephen Curry,2010,50,240,120909,NJN,AWAY,1,11:37,1,2,0,2,0
curryst01,Stephen Curry,2010,182,343,120909,NJN,AWAY,1,10:30,1,2,17,5,2
curryst01,Stephen Curry,2010,286,304,120909,NJN,AWAY,1,9:40,0,3,24,7,4
curryst01,Stephen Curry,2010,149,365,120909,NJN,AWAY,1,6:06,0,2,16,9,14
curryst01,Stephen Curry,2010,296,197,120909,NJN,AWAY,1,5:32,0,3,25,9,14
curryst01,Stephen Curry,2010,50,240,120909,NJN,AWAY,1,3:18,1,2,0,15,20
curryst01,Stephen Curry,2010,237,408,120909,NJN,AWAY,1,2:46,0,3,25,15,22
curryst01,Stephen Curry,2010,50,240,120909,NJN,AWAY,2,9:33,1,2,0,29,29
curryst01,Stephen Curry,2010,237,387,120909,NJN,AWAY,2,7:49,1,3,24,34,31
curryst01,Stephen Curry,2010,179,416,120909,NJN,AWAY,2,5:06,0,2,22,39,38
curryst01,Stephen Curry,2010,50,240,120909,NJN,AWAY,3,10:11,0,2,0,62,50
curryst01,Stephen Curry,2010,50,240,120909,NJN,AWAY,3,9:07,1,2,0,68,50
curryst01,Stephen Curry,2010,50,240,120909,NJN,AWAY,3,7:51,0,2,0,70,54
curryst01,Stephen Curry,2010,263,372,121109,CHI,AWAY,1,6:34,0,3,25,11,14
curryst01,Stephen Curry,2010,50,240,121109,CHI,AWAY,1,6:12,0,2,0,11,14
curryst01,Stephen Curry,2010,201,74,121109,CHI,AWAY,1,1:36,1,2,22,25,22
curryst01,Stephen Curry,2010,299,173,121109,CHI,AWAY,1,1:07,0,3,26,25,24
curryst01,Stephen Curry,2010,50,350,121109,CHI,AWAY,3,11:43,1,2,11,53,44
curryst01,Stephen Curry,2010,272,345,121109,CHI,AWAY,3,6:14,0,3,25,58,54
curryst01,Stephen Curry,2010,283,236,121109,CHI,AWAY,3,4:12,0,2,23,58,59
curryst01,Stephen Curry,2010,255,304,121109,CHI,AWAY,3,3:22,0,2,21,58,63
curryst01,Stephen Curry,2010,50,240,121109,CHI,AWAY,3,00:01.6,1,2,0,70,69
curryst01,Stephen Curry,2010,50,240,121209,DET,AWAY,1,10:05,0,2,0,2,4
curryst01,Stephen Curry,2010,231,52,121209,DET,AWAY,1,9:59,0,3,26,2,4
curryst01,Stephen Curry,2010,97,8,121209,DET,AWAY,1,7:59,1,3,24,8,8
curryst01,Stephen Curry,2010,67,395,121209,DET,AWAY,1,4:47,0,2,16,14,16
curryst01,Stephen Curry,2010,50,240,121209,DET,AWAY,1,1:07,1,2,0,25,22
curryst01,Stephen Curry,2010,307,272,121209,DET,AWAY,2,9:56,1,3,26,37,24
curryst01,Stephen Curry,2010,217,128,121209,DET,AWAY,3,9:03,0,2,20,56,52
curryst01,Stephen Curry,2010,50,240,121209,DET,AWAY,4,10:29,0,2,0,67,73
curryst01,Stephen Curry,2010,83,1,121209,DET,AWAY,4,10:03,1,3,24,70,75
curryst01,Stephen Curry,2010,50,240,121209,DET,AWAY,4,1:02,1,2,0,91,98
curryst01,Stephen Curry,2010,206,94,121409,PHI,AWAY,1,5:43,0,2,21,11,15
curryst01,Stephen Curry,2010,256,77,121409,PHI,AWAY,1,3:48,0,3,26,13,23
curryst01,Stephen Curry,2010,50,240,121409,PHI,AWAY,2,1:25,1,2,0,55,65
curryst01,Stephen Curry,2010,176,115,121409,PHI,AWAY,2,00:39.9,1,2,18,57,67
curryst01,Stephen Curry,2010,240,252,121409,PHI,AWAY,2,00:12.9,0,2,19,57,69
curryst01,Stephen Curry,2010,296,213,121409,PHI,AWAY,3,10:46,0,3,25,57,71
curryst01,Stephen Curry,2010,98,176,121409,PHI,AWAY,3,9:58,0,2,8,57,71
curryst01,Stephen Curry,2010,50,240,121409,PHI,AWAY,3,6:59,0,2,0,60,79
curryst01,Stephen Curry,2010,231,61,121409,PHI,AWAY,3,4:34,0,3,25,60,87
curryst01,Stephen Curry,2010,54,422,121409,PHI,AWAY,3,3:45,0,2,18,60,87
curryst01,Stephen Curry,2010,28,14,121409,PHI,AWAY,3,00:53.9,1,3,23,67,94
curryst01,Stephen Curry,2010,50,240,121409,PHI,AWAY,4,4:54,1,2,0,89,110
curryst01,Stephen Curry,2010,50,240,121409,PHI,AWAY,4,1:17,1,2,0,100,114
curryst01,Stephen Curry,2010,236,203,121609,SAS,HOME,1,9:54,1,2,19,5,4
curryst01,Stephen Curry,2010,89,392,121609,SAS,HOME,1,1:46,0,2,16,21,25
curryst01,Stephen Curry,2010,182,132,121609,SAS,HOME,1,1:03,1,2,17,25,27
curryst01,Stephen Curry,2010,100,16,121609,SAS,HOME,1,00:31.9,0,3,23,25,27
curryst01,Stephen Curry,2010,86,287,121609,SAS,HOME,2,10:25,0,2,6,25,31
curryst01,Stephen Curry,2010,248,294,121609,SAS,HOME,3,6:52,1,2,21,57,61
curryst01,Stephen Curry,2010,291,389,121609,SAS,HOME,3,5:47,0,3,28,57,63
curryst01,Stephen Curry,2010,48,126,121609,SAS,HOME,3,2:06,0,2,11,63,74
curryst01,Stephen Curry,2010,50,216,121609,SAS,HOME,3,1:31,0,2,2,63,74
curryst01,Stephen Curry,2010,128,258,121609,SAS,HOME,3,00:03.7,0,2,8,69,78
curryst01,Stephen Curry,2010,136,298,121609,SAS,HOME,4,00:48.1,1,2,10,90,99
curryst01,Stephen Curry,2010,242,123,121809,WAS,HOME,1,10:18,1,2,22,6,1
curryst01,Stephen Curry,2010,229,346,121809,WAS,HOME,1,9:20,1,2,21,8,1
curryst01,Stephen Curry,2010,50,479,121809,WAS,HOME,1,8:51,1,3,24,11,1
curryst01,Stephen Curry,2010,65,305,121809,WAS,HOME,1,6:25,1,2,7,19,13
curryst01,Stephen Curry,2010,195,36,121809,WAS,HOME,1,5:28,1,3,25,22,17
curryst01,Stephen Curry,2010,269,88,121809,WAS,HOME,1,5:09,0,3,27,22,19
curryst01,Stephen Curry,2010,65,229,121809,WAS,HOME,1,2:40,0,2,2,24,30
curryst01,Stephen Curry,2010,143,266,121809,WAS,HOME,2,8:10,0,2,10,39,45
curryst01,Stephen Curry,2010,214,305,121809,WAS,HOME,2,7:46,0,2,18,39,45
curryst01,Stephen Curry,2010,304,188,121809,WAS,HOME,2,5:39,1,3,26,46,47
curryst01,Stephen Curry,2010,193,74,121809,WAS,HOME,2,00:01.9,0,2,22,57,60
curryst01,Stephen Curry,2010,171,421,121809,WAS,HOME,3,6:56,1,2,22,67,66
curryst01,Stephen Curry,2010,329,247,121809,WAS,HOME,3,4:15,1,3,28,74,75
curryst01,Stephen Curry,2010,50,11,121809,WAS,HOME,4,11:33,0,3,23,82,90
curryst01,Stephen Curry,2010,319,249,121809,WAS,HOME,4,7:10,1,3,27,93,98
curryst01,Stephen Curry,2010,92,471,121809,WAS,HOME,4,5:47,0,3,23,97,102
curryst01,Stephen Curry,2010,305,321,121809,WAS,HOME,4,00:10.8,0,3,27,109,118
curryst01,Stephen Curry,2010,50,240,122209,MEM,AWAY,1,9:55,1,2,0,8,3
curryst01,Stephen Curry,2010,108,44,122209,MEM,AWAY,1,7:57,1,2,20,15,8
curryst01,Stephen Curry,2010,261,76,122209,MEM,AWAY,1,5:09,0,3,27,22,19
curryst01,Stephen Curry,2010,50,240,122209,MEM,AWAY,1,4:38,1,2,0,24,19
curryst01,Stephen Curry,2010,173,334,122209,MEM,AWAY,1,2:09,1,2,15,29,23
curryst01,Stephen Curry,2010,319,217,122209,MEM,AWAY,1,00:33.9,0,3,27,36,29
curryst01,Stephen Curry,2010,210,356,122209,MEM,AWAY,2,10:52,0,2,20,40,34
curryst01,Stephen Curry,2010,187,118,122209,MEM,AWAY,2,2:26,0,2,18,54,60
curryst01,Stephen Curry,2010,50,240,122209,MEM,AWAY,3,10:46,0,2,0,60,72
curryst01,Stephen Curry,2010,269,118,122209,MEM,AWAY,3,5:03,1,3,25,74,83
curryst01,Stephen Curry,2010,302,324,122209,MEM,AWAY,3,2:36,0,3,27,78,88
curryst01,Stephen Curry,2010,50,240,122209,MEM,AWAY,3,00:47.9,0,2,0,79,94
curryst01,Stephen Curry,2010,239,90,122209,MEM,AWAY,4,7:00,1,3,24,91,102
curryst01,Stephen Curry,2010,278,370,122209,MEM,AWAY,4,4:37,0,3,26,97,106
curryst01,Stephen Curry,2010,50,240,122209,MEM,AWAY,4,1:37,0,2,0,101,115
curryst01,Stephen Curry,2010,319,241,122309,NOH,AWAY,1,2:16,0,3,27,24,23
curryst01,Stephen Curry,2010,226,117,122309,NOH,AWAY,2,9:51,1,2,21,30,32
curryst01,Stephen Curry,2010,50,240,122309,NOH,AWAY,2,8:43,1,2,0,32,34
curryst01,Stephen Curry,2010,139,387,122309,NOH,AWAY,2,8:12,0,2,17,32,34
curryst01,Stephen Curry,2010,253,394,122309,NOH,AWAY,2,5:05,1,3,25,39,40
curryst01,Stephen Curry,2010,50,240,122309,NOH,AWAY,2,3:27,1,2,0,45,45
curryst01,Stephen Curry,2010,138,293,122309,NOH,AWAY,2,1:15,0,2,10,53,49
curryst01,Stephen Curry,2010,299,148,122309,NOH,AWAY,3,8:29,1,3,27,63,66
curryst01,Stephen Curry,2010,75,3,122309,NOH,AWAY,3,3:04,1,3,24,77,74
curryst01,Stephen Curry,2010,50,240,122309,NOH,AWAY,3,00:58.9,0,2,0,79,80
curryst01,Stephen Curry,2010,117,104,122309,NOH,AWAY,4,8:34,0,2,15,85,91
